U Distrito,Partido candidato de la coalición,Estado,Numero distrito,Cabecera Distrital,MEDIA,RANGO MENOR,RANGO MAYOR,PROBABILIDAD FINAL
E30D17,ES,VERACRUZ,17,COSAMALOAPAN,0.037740477,0,0.095583383,0.00%
E30D17,MC,VERACRUZ,17,COSAMALOAPAN,0.040796240,0.016675632,0.069537718,0.00%
E30D17,RSP,VERACRUZ,17,COSAMALOAPAN,0.020844859,0,0.044822808,0.00%
E30D19,ES,VERACRUZ,19,SAN ANDRES TUXTLA,0.052829023,0,0.106035061,0.00%
E30D19,MC,VERACRUZ,19,SAN ANDRES TUXTLA,0.056946647,0,0.123507555,0.00%
E30D19,RSP,VERACRUZ,19,SAN ANDRES TUXTLA,0.031718310,0,0.066216878,0.00%
E30D2,ES,VERACRUZ,2,TANTOYUCA,0.030688807,0,0.089213715,0.00%
E30D2,MC,VERACRUZ,2,TANTOYUCA,0.070018686,0.024622348,0.124111758,0.00%
E30D2,RSP,VERACRUZ,2,TANTOYUCA,0.026806547,0,0.065491760,0.00%
E30D3,MC,VERACRUZ,3,TUXPAN DE RODRIGUEZ CANO,0.040838391,0,0.092390940,0.00%
E30D3,RSP,VERACRUZ,3,TUXPAN DE RODRIGUEZ CANO,0.017371584,0,0.040899514,0.00%
E30D4,ES,VERACRUZ,4,VERACRUZ,0.048254641,0,0.099055672,0.00%
E30D4,MC,VERACRUZ,4,VERACRUZ,0.044025172,0,0.092986661,0.00%
E30D4,RSP,VERACRUZ,4,VERACRUZ,0.012200292,0,0.034408709,0.00%
E30D5,ES,VERACRUZ,5,POZA RICA DE HIDALGO,0.028025084,0,0.068417649,0.00%
E30D5,RSP,VERACRUZ,5,POZA RICA DE HIDALGO,0.050944208,0,0.136621827,0.00%
E30D8,ES,VERACRUZ,8,XALAPA,0.037443482,0,0.080925921,0.00%
E30D8,MC,VERACRUZ,8,XALAPA,0.069051737,0.032707725,0.112358298,0.00%
E30D8,RSP,VERACRUZ,8,XALAPA,0.026756681,0.009984883,0.046741511,0.00%
E32D1,ES,ZACATECAS,1,FRESNILLO,0.051259557,0,0.126361732,0.00%
E32D1,MC,ZACATECAS,1,FRESNILLO,0.023306699,0,0.075949311,0.00%
E32D1,RSP,ZACATECAS,1,FRESNILLO,0.009702488,0,0.034105391,0.00%
E32D2,MC,ZACATECAS,2,JEREZ DE GARCIA SALINAS,0.024972807,0,0.074811526,0.00%
E32D2,RSP,ZACATECAS,2,JEREZ DE GARCIA SALINAS,0.020429419,0,0.056664151,0.00%
E32D3,MC,ZACATECAS,3,ZACATECAS,0.038649219,0,0.086029049,0.00%
E32D3,RSP,ZACATECAS,3,ZACATECAS,0.054441918,0.027799356,0.086188488,0.00%
E1D2,MC,AGUASCALIENTES,2,AGUASCALIENTES,0.052119978,0.012146721,0.099751052,0.00%
E1D2,PRD,AGUASCALIENTES,2,AGUASCALIENTES,-0.005764305,0,0.024944573,0.00%
E1D2,RSP,AGUASCALIENTES,2,AGUASCALIENTES,0.036749214,0,0.076822272,0.00%
E8D8,MC,CHIHUAHUA,8,CHIHUAHUA,0.037567853,0,0.081535575,0.00%
E8D8,PRD,CHIHUAHUA,8,CHIHUAHUA,-0.001717221,0,0.033731542,0.00%
E8D8,RSP,CHIHUAHUA,8,CHIHUAHUA,0.037004347,0.017933943,0.059728135,0.00%
E5D1,PRD,COAHUILA,1,PIEDRAS NEGRAS,-0.004481137,0,0.022608665,0.00%
E5D1,RSP,COAHUILA,1,PIEDRAS NEGRAS,0.023578638,0,0.052546152,0.00%
E5D2,PRD,COAHUILA,2,SAN PEDRO,0.011741355,0,0.043499562,0.00%
E5D2,RSP,COAHUILA,2,SAN PEDRO,0.035825394,0,0.078579754,0.00%
E5D3,MC,COAHUILA,3,MONCLOVA,0.034639116,0,0.082960490,0.00%
E5D3,PRD,COAHUILA,3,MONCLOVA,-0.006909021,0,0.023655541,0.00%
E5D3,RSP,COAHUILA,3,MONCLOVA,0.031219570,0,0.070401659,0.00%
E5D4,PRD,COAHUILA,4,SALTILLO,-0.013469927,0,0.029097057,0.00%
E5D4,RSP,COAHUILA,4,SALTILLO,0.033817406,0,0.076030470,0.00%
E5D5,PRD,COAHUILA,5,TORREON,-0.011861279,0,0.016875349,0.00%
E5D5,RSP,COAHUILA,5,TORREON,0.020670580,0,0.066176209,0.00%
E5D6,MC,COAHUILA,6,TORREON,0.040682610,0,0.090560710,0.00%
E5D6,PRD,COAHUILA,6,TORREON,-0.013632361,0,0.013857471,0.00%
E5D6,RSP,COAHUILA,6,TORREON,0.028018152,0,0.062849815,0.00%
E11D13,ES,GUANAJUATO,13,VALLE DE SANTIAGO,0.042764993,0.012640216,0.078660879,0.00%
E11D13,PRD,GUANAJUATO,13,VALLE DE SANTIAGO,0.097546717,0.069325003,0.131174963,0.00%
E11D13,RSP,GUANAJUATO,13,VALLE DE SANTIAGO,0.083395118,0.042909487,0.131636724,0.00%
E15D12,ES,MÉXICO,12,IXTAPALUCA,0.054249494,0,0.123366428,0.00%
E15D12,MC,MÉXICO,12,IXTAPALUCA,0.077436914,0.017444734,0.148922005,0.00%
E15D12,PAN,MÉXICO,12,IXTAPALUCA,0.059015343,0,0.136435163,0.00%
E15D12,PRD,MÉXICO,12,IXTAPALUCA,0.087986904,0.040689899,0.144344761,0.00%
E15D12,RSP,MÉXICO,12,IXTAPALUCA,0.047857913,0,0.102341734,0.00%
E15D16,ES,MÉXICO,16,ECATEPEC DE MORELOS,0.066759094,0.024009079,0.117698878,0.00%
E15D16,MC,MÉXICO,16,ECATEPEC DE MORELOS,0.050333483,0,0.113279201,0.00%
E15D16,PAN,MÉXICO,16,ECATEPEC DE MORELOS,0.093316311,0.077901034,0.111684746,0.00%
E15D16,PRD,MÉXICO,16,ECATEPEC DE MORELOS,0.041517455,0.008444401,0.080926429,0.00%
E15D16,RSP,MÉXICO,16,ECATEPEC DE MORELOS,0.037509990,0.018819620,0.059780941,0.00%
E15D30,ES,MÉXICO,30,CHIMALHUACAN,0.045419163,0,0.091938484,0.00%
E15D30,PAN,MÉXICO,30,CHIMALHUACAN,0.009823284,0,0.106623144,0.00%
E15D30,RSP,MÉXICO,30,CHIMALHUACAN,0.035696545,0,0.119042276,0.00%
E15D4,ES,MÉXICO,4,NICOLAS ROMERO,0.046329180,0,0.109888233,0.00%
E15D4,MC,MÉXICO,4,NICOLAS ROMERO,0.039755215,0.011125619,0.073869484,0.00%
E15D4,PAN,MÉXICO,4,NICOLAS ROMERO,0.149948436,0.136259588,0.166259704,0.00%
E15D4,PRD,MÉXICO,4,NICOLAS ROMERO,0.030569987,0,0.066462341,0.00%
E15D4,RSP,MÉXICO,4,NICOLAS ROMERO,0.027695099,0.010880212,0.047731272,0.00%
E15D5,ES,MÉXICO,5,TEOTIHUACAN DE ARISTA,0.046837195,0,0.111354866,0.00%
E15D5,MC,MÉXICO,5,TEOTIHUACAN DE ARISTA,0.046137784,0,0.101852491,0.00%
E15D5,PAN,MÉXICO,5,TEOTIHUACAN DE ARISTA,0.103989845,0.068813854,0.145904624,0.00%
E15D5,PRD,MÉXICO,5,TEOTIHUACAN DE ARISTA,0.069521820,0.028741076,0.118115075,0.00%
E15D5,RSP,MÉXICO,5,TEOTIHUACAN DE ARISTA,0.022626180,0,0.051791194,0.00%
E19D10,PRD,NUEVO LEÓN,10,MONTERREY,0.015326701,0,0.065505289,0.00%
E19D10,RSP,NUEVO LEÓN,10,MONTERREY,0.024801492,0,0.058637031,0.00%
E19D11,PRD,NUEVO LEÓN,11,GUADALUPE,0.018369191,0,0.061605383,0.00%
E19D11,RSP,NUEVO LEÓN,11,GUADALUPE,0.025320767,0,0.054913103,0.00%
E19D12,MC,NUEVO LEÓN,12,BENITO JUAREZ,0.087396346,0.051049778,0.130705954,0.00%
E19D12,PAN,NUEVO LEÓN,12,BENITO JUAREZ,0.147447696,0.115319276,0.185731069,0.00%
E19D12,PRD,NUEVO LEÓN,12,BENITO JUAREZ,0.013031701,0,0.050536806,0.00%
E19D12,RSP,NUEVO LEÓN,12,BENITO JUAREZ,0.040270205,0,0.086801134,0.00%
E19D2,PRD,NUEVO LEÓN,2,APODACA,0.006852715,0,0.059992104,0.00%
E19D2,RSP,NUEVO LEÓN,2,APODACA,0.025621293,0,0.064377481,0.00%
E19D3,PRD,NUEVO LEÓN,3,GRAL. ESCOBEDO,0.019048718,0,0.077168612,0.00%
E19D3,RSP,NUEVO LEÓN,3,GRAL. ESCOBEDO,0.019950348,0,0.053758905,0.00%
E19D5,MC,NUEVO LEÓN,5,MONTERREY,0.096084028,0.059519949,0.139652816,0.00%
E19D5,PRD,NUEVO LEÓN,5,MONTERREY,0.020614614,0,0.073719846,0.00%
E19D5,RSP,NUEVO LEÓN,5,MONTERREY,0.017795763,0,0.042364601,0.00%
E19D7,ES,NUEVO LEÓN,7,GARCIA,0.053523057,0.008834775,0.106772431,0.00%
E19D7,MC,NUEVO LEÓN,7,GARCIA,0.105125053,0.071007651,0.145778446,0.00%
E19D7,PRD,NUEVO LEÓN,7,GARCIA,0.009286729,0,0.048074468,0.00%
E19D7,RSP,NUEVO LEÓN,7,GARCIA,0.025755581,0,0.058892696,0.00%
E19D8,PRD,NUEVO LEÓN,8,GUADALUPE,0.009301719,0,0.056341682,0.00%
E19D8,RSP,NUEVO LEÓN,8,GUADALUPE,0.017214587,0,0.050620990,0.00%
E22D2,ES,QUERÉTARO,2,SAN JUAN DEL RIO,0.040067609,0,0.103444910,0.00%
E22D2,MC,QUERÉTARO,2,SAN JUAN DEL RIO,0.025715805,0,0.072594450,0.00%
E22D2,PRD,QUERÉTARO,2,SAN JUAN DEL RIO,0.000727779,0,0.034263061,0.00%
E22D2,RSP,QUERÉTARO,2,SAN JUAN DEL RIO,0.034633676,0.018550224,0.053798291,0.00%
E22D3,MC,QUERÉTARO,3,SANTIAGO DE QUERETARO,0.035160506,0,0.071335079,0.00%
E22D3,PRD,QUERÉTARO,3,SANTIAGO DE QUERETARO,-0.001625692,0,0.026789886,0.00%
E22D3,RSP,QUERÉTARO,3,SANTIAGO DE QUERETARO,0.022568188,0.009447778,0.038202120,0.00%
E28D1,MC,TAMAULIPAS,1,NUEVO LAREDO,0.028890855,0,0.078150388,0.00%
E28D1,PRD,TAMAULIPAS,1,NUEVO LAREDO,0.015893997,0,0.053138877,0.00%
E28D1,RSP,TAMAULIPAS,1,NUEVO LAREDO,0.011919286,0,0.040728063,0.00%
E28D2,MC,TAMAULIPAS,2,REYNOSA,0.040783010,0.007472077,0.080475434,0.00%
E28D2,PRD,TAMAULIPAS,2,REYNOSA,0.002064037,0,0.040127281,0.00%
E28D2,RSP,TAMAULIPAS,2,REYNOSA,0.010650532,0,0.026994181,0.00%
E28D3,MC,TAMAULIPAS,3,RIO BRAVO,0.034013905,0,0.079401413,0.00%
E28D3,PRD,TAMAULIPAS,3,RIO BRAVO,0.006199801,0,0.037037635,0.00%
E28D3,RSP,TAMAULIPAS,3,RIO BRAVO,0.007293254,0,0.025823065,0.00%
E28D4,MC,TAMAULIPAS,4,H. MATAMOROS,0.046683815,0.012214374,0.087756688,0.00%
E28D4,PRD,TAMAULIPAS,4,H. MATAMOROS,-0.001874004,0,0.035498180,0.00%
E28D4,RSP,TAMAULIPAS,4,H. MATAMOROS,0.006554059,0,0.043278723,0.00%
E28D7,MC,TAMAULIPAS,7,CIUDAD MADERO,0.057639519,0.019417504,0.103183859,0.00%
E28D7,PAN,TAMAULIPAS,7,CIUDAD MADERO,0.194278520,0.178351540,0.213256687,0.00%
E28D7,PRD,TAMAULIPAS,7,CIUDAD MADERO,0.017473854,0,0.042533649,0.00%
E28D7,RSP,TAMAULIPAS,7,CIUDAD MADERO,0.039231997,0.015935256,0.066991775,0.00%
E28D8,MC,TAMAULIPAS,8,TAMPICO,0.044770568,0.015415682,0.079749073,0.00%
E28D8,PRD,TAMAULIPAS,8,TAMPICO,0.005893031,0,0.033886884,0.00%
E28D8,RSP,TAMAULIPAS,8,TAMPICO,0.017350593,0,0.035104977,0.00%
E28D9,ES,TAMAULIPAS,9,REYNOSA,0.062750849,0,0.134848142,0.00%
E28D9,MC,TAMAULIPAS,9,REYNOSA,0.053462500,0.015478883,0.098722771,0.00%
E28D9,PRD,TAMAULIPAS,9,REYNOSA,0.003893015,0,0.036155413,0.00%
E28D9,RSP,TAMAULIPAS,9,REYNOSA,0.013875636,0,0.029358015,0.00%
E31D2,PRD,YUCATÁN,2,PROGRESO,0.017610136,0,0.052224148,0.00%
E31D2,RSP,YUCATÁN,2,PROGRESO,0.033332524,0.016493907,0.053396973,0.00%
E31D5,MC,YUCATÁN,5,TICUL,0.040092216,0,0.084778706,0.00%
E31D5,PRD,YUCATÁN,5,TICUL,0.028714729,0,0.058026250,0.00%
E31D5,RSP,YUCATÁN,5,TICUL,0.027688247,0.012129959,0.046227090,0.00%
E1D3,MC,AGUASCALIENTES,3,AGUASCALIENTES,0.043006367,0.007573278,0.085227496,0.00%
E1D3,PRD,AGUASCALIENTES,3,AGUASCALIENTES,-0.014852746,0,0.017015837,0.00%
E1D3,PT,AGUASCALIENTES,3,AGUASCALIENTES,0.025706426,0.017790693,0.035138604,0.00%
E1D3,RSP,AGUASCALIENTES,3,AGUASCALIENTES,0.024499810,0,0.070979573,0.00%
E8D6,MC,CHIHUAHUA,6,CHIHUAHUA,0.036185141,0,0.082926340,0.00%
E8D6,PRD,CHIHUAHUA,6,CHIHUAHUA,-0.011167342,0,0.027401610,0.00%
E8D6,PT,CHIHUAHUA,6,CHIHUAHUA,0.039164406,0.019142502,0.063021977,0.00%
E8D6,RSP,CHIHUAHUA,6,CHIHUAHUA,0.023252169,0,0.054606907,0.00%
E5D7,MC,COAHUILA,7,SALTILLO,0.026656607,0,0.078777420,0.00%
E5D7,PRD,COAHUILA,7,SALTILLO,-0.015881731,0,0.025186894,0.00%
E5D7,PT,COAHUILA,7,SALTILLO,0.027590843,0.007000200,0.052126106,0.00%
E5D7,RSP,COAHUILA,7,SALTILLO,0.027488908,0,0.063905962,0.00%
E11D1,PRD,GUANAJUATO,1,SAN LUIS DE LA PAZ,0.023993368,0,0.050186277,0.00%
E11D1,PT,GUANAJUATO,1,SAN LUIS DE LA PAZ,0.023535400,0.007697367,0.042407581,0.00%
E11D1,RSP,GUANAJUATO,1,SAN LUIS DE LA PAZ,0.047118078,0.013754606,0.086873107,0.00%
E11D10,ES,GUANAJUATO,10,URIANGATO,0.039158299,0,0.081942090,0.00%
E11D10,PRD,GUANAJUATO,10,URIANGATO,0.048976781,0.035822929,0.064650563,0.00%
E11D10,PT,GUANAJUATO,10,URIANGATO,0.016179419,0,0.044286482,0.00%
E11D11,ES,GUANAJUATO,11,LEON,0.047486696,0.021178983,0.078834270,0.00%
E11D11,PRD,GUANAJUATO,11,LEON,0.021703676,0,0.049321120,0.00%
E11D11,PT,GUANAJUATO,11,LEON,0.020283156,0,0.050047282,0.00%
E11D11,RSP,GUANAJUATO,11,LEON,0.031215170,0,0.062877010,0.00%
E11D12,ES,GUANAJUATO,12,CELAYA,0.058080374,0.026130596,0.096150882,0.00%
E11D12,MC,GUANAJUATO,12,CELAYA,0.061818242,0.023731830,0.107201000,0.00%
E11D12,PRD,GUANAJUATO,12,CELAYA,0.008987062,0,0.037792380,0.00%
E11D12,PT,GUANAJUATO,12,CELAYA,0.023534689,0.004071008,0.046727097,0.00%
E11D12,RSP,GUANAJUATO,12,CELAYA,0.044122433,0.018244971,0.074957330,0.00%
E11D14,ES,GUANAJUATO,14,ACAMBARO,0.056427295,0.019832751,0.100032383,0.00%
E11D14,PT,GUANAJUATO,14,ACAMBARO,0.028876905,0.008946127,0.052625892,0.00%
E11D15,ES,GUANAJUATO,15,IRAPUATO,0.045475662,0.022696632,0.072618551,0.00%
E11D15,MC,GUANAJUATO,15,IRAPUATO,0.048897983,0,0.101573235,0.00%
E11D15,PRD,GUANAJUATO,15,IRAPUATO,0.029924165,0.009451090,0.054319338,0.00%
E11D15,PT,GUANAJUATO,15,IRAPUATO,0.024003212,0,0.048412526,0.00%
E11D15,RSP,GUANAJUATO,15,IRAPUATO,0.044577577,0.013198534,0.081968013,0.00%
E11D2,ES,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.051742405,0.029869727,0.077805309,0.00%
E11D2,MC,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.068033208,0.030601761,0.112635528,0.00%
E11D2,PRD,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.045120039,0.024349394,0.069869789,0.00%
E11D2,PT,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.028663837,0.007125818,0.054327969,0.00%
E11D2,RSP,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.059569812,0.028822591,0.096207384,0.00%
E11D3,ES,GUANAJUATO,3,LEON,0.052436862,0.020573030,0.090404959,0.00%
E11D3,PRD,GUANAJUATO,3,LEON,0.000425982,0,0.033244585,0.00%
E11D3,PT,GUANAJUATO,3,LEON,0.011700376,0,0.035845382,0.00%
E11D3,RSP,GUANAJUATO,3,LEON,0.032117063,0,0.072909064,0.00%
E11D4,PRD,GUANAJUATO,4,GUANAJUATO,0.035200311,0.012171974,0.062640267,0.00%
E11D4,PT,GUANAJUATO,4,GUANAJUATO,0.016040062,0,0.039396565,0.00%
E11D5,PRD,GUANAJUATO,5,LEON,0.002941753,0,0.037586739,0.00%
E11D5,PT,GUANAJUATO,5,LEON,0.013962217,0,0.041083269,0.00%
E11D6,ES,GUANAJUATO,6,LEON,0.056813328,0.026049915,0.093470196,0.00%
E11D6,PRD,GUANAJUATO,6,LEON,0.011526591,0,0.044867457,0.00%
E11D6,PT,GUANAJUATO,6,LEON,0.016658916,0,0.043903704,0.00%
E11D6,RSP,GUANAJUATO,6,LEON,0.041111944,0,0.084970649,0.00%
E11D7,PT,GUANAJUATO,7,SAN FRANCISCO DEL RINCON,0.010907386,0,0.036605837,0.00%
E11D9,MC,GUANAJUATO,9,IRAPUATO,0.029975928,0,0.073782389,0.00%
E11D9,PRD,GUANAJUATO,9,IRAPUATO,0.013710469,0,0.039837053,0.00%
E11D9,PT,GUANAJUATO,9,IRAPUATO,0.015705746,0,0.042334495,0.00%
E11D9,RSP,GUANAJUATO,9,IRAPUATO,0.038309507,0.019336045,0.060917782,0.00%
E12D2,ES,GUERRERO,2,IGUALA,0.060022884,0,0.121870346,0.00%
E12D2,PT,GUERRERO,2,IGUALA,0.060789697,0.043491896,0.081401297,0.00%
E12D2,RSP,GUERRERO,2,IGUALA,0.053394417,0,0.110875022,0.00%
E15D10,ES,MÉXICO,10,ECATEPEC DE MORELOS,0.068511966,0.041759065,0.100390014,0.00%
E15D10,MC,MÉXICO,10,ECATEPEC DE MORELOS,0.073224999,0,0.155169807,0.00%
E15D10,PAN,MÉXICO,10,ECATEPEC DE MORELOS,0.066094461,0.036185634,0.101733027,0.00%
E15D10,PRD,MÉXICO,10,ECATEPEC DE MORELOS,0.064094698,0.018172050,0.118814907,0.00%
E15D10,PT,MÉXICO,10,ECATEPEC DE MORELOS,0.038714756,0.014445844,0.067632948,0.00%
E15D10,RSP,MÉXICO,10,ECATEPEC DE MORELOS,0.044303328,0,0.090951929,0.00%
E15D11,ES,MÉXICO,11,ECATEPEC DE MORELOS,0.070705934,0.033351090,0.115216977,0.00%
E15D11,MC,MÉXICO,11,ECATEPEC DE MORELOS,0.077215479,0,0.159409156,0.00%
E15D11,PAN,MÉXICO,11,ECATEPEC DE MORELOS,0.066322455,0.042229994,0.095030393,0.00%
E15D11,PRD,MÉXICO,11,ECATEPEC DE MORELOS,0.063875224,0.013212032,0.124244141,0.00%
E15D11,PT,MÉXICO,11,ECATEPEC DE MORELOS,0.035538983,0.013056591,0.062328406,0.00%
E15D11,PVEM,MÉXICO,11,ECATEPEC DE MORELOS,0.047399671,0,0.149135673,0.00%
E15D11,RSP,MÉXICO,11,ECATEPEC DE MORELOS,0.040035538,0,0.083654293,0.00%
E15D13,ES,MÉXICO,13,ECATEPEC DE MORELOS,0.068606784,0.033504728,0.110433463,0.00%
E15D13,MC,MÉXICO,13,ECATEPEC DE MORELOS,0.067119107,0,0.136888934,0.00%
E15D13,PAN,MÉXICO,13,ECATEPEC DE MORELOS,0.072229290,0.043536428,0.106418943,0.00%
E15D13,PRD,MÉXICO,13,ECATEPEC DE MORELOS,0.062391930,0.015515936,0.118248121,0.00%
E15D13,PT,MÉXICO,13,ECATEPEC DE MORELOS,0.036568327,0.016461024,0.060527657,0.00%
E15D13,RSP,MÉXICO,13,ECATEPEC DE MORELOS,0.043132232,0.007887419,0.085129016,0.00%
E15D17,ES,MÉXICO,17,ECATEPEC DE MORELOS,0.064979276,0.021892832,0.116319939,0.00%
E15D17,MC,MÉXICO,17,ECATEPEC DE MORELOS,0.064852386,0,0.136859817,0.00%
E15D17,PAN,MÉXICO,17,ECATEPEC DE MORELOS,0.061414851,0.033381778,0.094818317,0.00%
E15D17,PRD,MÉXICO,17,ECATEPEC DE MORELOS,0.062436925,0.016331123,0.117375378,0.00%
E15D17,PT,MÉXICO,17,ECATEPEC DE MORELOS,0.039586300,0.017196451,0.066265450,0.00%
E15D17,RSP,MÉXICO,17,ECATEPEC DE MORELOS,0.042034723,0.013039905,0.076584181,0.00%
E15D18,MC,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,0.050081948,0,0.105837011,0.00%
E15D18,PRD,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,0.038333021,0.006576486,0.076173266,0.00%
E15D18,PT,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,0.027205374,0.006187822,0.052249333,0.00%
E15D18,RSP,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,0.027992160,0,0.059590910,0.00%
E15D21,ES,MÉXICO,21,AMECAMECA DE JUAREZ,0.067749642,0.016669496,0.128615389,0.00%
E15D21,MC,MÉXICO,21,AMECAMECA DE JUAREZ,0.065411699,0.023578676,0.115258822,0.00%
E15D21,PAN,MÉXICO,21,AMECAMECA DE JUAREZ,0.152329268,0.121339802,0.189255495,0.00%
E15D21,PRD,MÉXICO,21,AMECAMECA DE JUAREZ,0.033660284,0.009653161,0.062266536,0.00%
E15D21,PT,MÉXICO,21,AMECAMECA DE JUAREZ,0.028819554,0.010703316,0.050406383,0.00%
E15D21,RSP,MÉXICO,21,AMECAMECA DE JUAREZ,0.026638765,0.011047713,0.045216650,0.00%
E15D22,ES,MÉXICO,22,NAUCALPAN DE JUAREZ,0.057330080,0.014245916,0.108668029,0.00%
E15D22,MC,MÉXICO,22,NAUCALPAN DE JUAREZ,0.032122471,0,0.076550098,0.00%
E15D22,PRD,MÉXICO,22,NAUCALPAN DE JUAREZ,0.009902104,0,0.039145202,0.00%
E15D22,PT,MÉXICO,22,NAUCALPAN DE JUAREZ,0.025211850,0,0.054101543,0.00%
E15D22,RSP,MÉXICO,22,NAUCALPAN DE JUAREZ,0.016592551,0.002795614,0.033032614,0.00%
E15D23,ES,MÉXICO,23,LERMA DE VILLADA,0.043936873,0,0.101994140,0.00%
E15D23,MC,MÉXICO,23,LERMA DE VILLADA,0.048672551,0,0.101057176,0.00%
E15D23,PAN,MÉXICO,23,LERMA DE VILLADA,0.123823256,0.090705494,0.163285504,0.00%
E15D23,PRD,MÉXICO,23,LERMA DE VILLADA,0.043787945,0.019014578,0.073307232,0.00%
E15D23,PT,MÉXICO,23,LERMA DE VILLADA,0.064778671,0.052229682,0.079731712,0.00%
E15D23,RSP,MÉXICO,23,LERMA DE VILLADA,0.033388054,0.016746630,0.053217534,0.00%
E15D25,ES,MÉXICO,25,CHIMALHUACAN,0.057144517,0,0.147592522,0.00%
E15D25,MC,MÉXICO,25,CHIMALHUACAN,0.056864598,0.016257153,0.105251353,0.00%
E15D25,PRD,MÉXICO,25,CHIMALHUACAN,0.080273556,0.016693263,0.156034148,0.00%
E15D25,PT,MÉXICO,25,CHIMALHUACAN,0.024989910,0,0.051868070,0.00%
E15D25,RSP,MÉXICO,25,CHIMALHUACAN,0.032619820,0,0.070160260,0.00%
E15D28,ES,MÉXICO,28,ZUMPANGO DE OCAMPO,0.062121698,0,0.131284169,0.00%
E15D28,MC,MÉXICO,28,ZUMPANGO DE OCAMPO,0.049064037,0.020502395,0.083097332,0.00%
E15D28,PAN,MÉXICO,28,ZUMPANGO DE OCAMPO,0.112307292,0.073858791,0.158121507,0.00%
E15D28,PRD,MÉXICO,28,ZUMPANGO DE OCAMPO,0.033184953,0,0.077936169,0.00%
E15D28,PT,MÉXICO,28,ZUMPANGO DE OCAMPO,0.021982815,0,0.044609898,0.00%
E15D28,RSP,MÉXICO,28,ZUMPANGO DE OCAMPO,0.027799840,0,0.059794263,0.00%
E15D37,ES,MÉXICO,37,CUAUTITLAN,0.067498631,0.032783693,0.108864032,0.00%
E15D37,MC,MÉXICO,37,CUAUTITLAN,0.086576861,0.051316429,0.128592256,0.00%
E15D37,PAN,MÉXICO,37,CUAUTITLAN,0.104788758,0.092984467,0.118854439,0.00%
E15D37,PRD,MÉXICO,37,CUAUTITLAN,0.061687786,0.014916109,0.117419676,0.00%
E15D37,PT,MÉXICO,37,CUAUTITLAN,0.023688266,0.008223026,0.042116235,0.00%
E15D37,RSP,MÉXICO,37,CUAUTITLAN,0.026881934,0,0.057253081,0.00%
E15D38,ES,MÉXICO,38,TEXCOCO DE MORA,0.049369463,0.010993545,0.095097189,0.00%
E15D38,MC,MÉXICO,38,TEXCOCO DE MORA,0.041183615,0,0.106811474,0.00%
E15D38,PAN,MÉXICO,38,TEXCOCO DE MORA,0.030441213,0,0.061921413,0.00%
E15D38,PRD,MÉXICO,38,TEXCOCO DE MORA,0.033862936,0,0.080633168,0.00%
E15D38,PRI,MÉXICO,38,TEXCOCO DE MORA,0.107936670,0.026386380,0.205109835,0.00%
E15D38,PT,MÉXICO,38,TEXCOCO DE MORA,0.024157941,0,0.049070651,0.00%
E15D38,PVEM,MÉXICO,38,TEXCOCO DE MORA,0.041241143,0,0.141463871,0.00%
E15D38,RSP,MÉXICO,38,TEXCOCO DE MORA,0.014590639,0,0.036413834,0.00%
E15D8,ES,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.055400216,0.018133773,0.099805920,0.00%
E15D8,MC,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.083866476,0.046222457,0.128722093,0.00%
E15D8,PAN,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.063973165,0.038407230,0.094436855,0.00%
E15D8,PRD,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.095784297,0.038513732,0.164026385,0.00%
E15D8,PRI,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.094099442,0.025497914,0.175843205,0.00%
E15D8,PT,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.043292271,0.021813488,0.068885820,0.00%
E15D8,PVEM,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.045932979,0,0.131366982,0.00%
E15D8,RSP,MÉXICO,8,TULTITLAN DE MARIANO ESCOBEDO,0.043492823,0,0.093767078,0.00%
E17D1,ES,MORELOS,1,CUERNAVACA,0.074945919,0.043937900,0.111894253,0.00%
E17D1,MC,MORELOS,1,CUERNAVACA,0.066416948,0.041220834,0.096439971,0.00%
E17D1,PAN,MORELOS,1,CUERNAVACA,0.143677740,0.113245422,0.179940085,0.00%
E17D1,PRD,MORELOS,1,CUERNAVACA,0.062820282,0,0.128324423,0.00%
E17D1,PRI,MORELOS,1,CUERNAVACA,0.060551853,0,0.123253797,0.00%
E17D1,PT,MORELOS,1,CUERNAVACA,0.055636481,0.034162515,0.081224291,0.00%
E17D1,PVEM,MORELOS,1,CUERNAVACA,0.061230068,0.014386943,0.117047094,0.00%
