U Distrito,Partido candidato de la coalición,Estado,Numero distrito,Cabecera Distrital,MEDIA,RANGO MENOR,RANGO MAYOR,PROBABILIDAD FINAL
E20D10,PVEM,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,0.064046625,0,0.220696280,0.00%
E19D11,MC,NUEVO LEÓN,11,GUADALUPE,0.101119390,0.061017818,0.148903360,0.00%
E11D15,PVEM,GUANAJUATO,15,IRAPUATO,0.063403927,0,0.147983168,0.00%
E27D2,MC,TABASCO,2,HEROICA CARDENAS,0.076326484,0,0.242426296,0.00%
E15D4,PRI,MÉXICO,4,NICOLAS ROMERO,0.126031401,0.020704298,0.251536387,0.00%
E19D6,PRD,NUEVO LEÓN,6,MONTERREY,0.020588752,0,0.101147303,0.00%
E30D13,PVEM,VERACRUZ,13,HUATUSCO,0.060027149,0,0.166264136,0.00%
E9D9,PRD,CIUDAD DE MÉXICO,9,TLAHUAC,0.258802607,0.193864210,0.336181480,0.00%
E17D4,PRD,MORELOS,4,JOJUTLA,0.113731001,0.033319555,0.209547150,0.00%
E7D5,PRI,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,0.119948724,0,0.263291035,0.00%
E8D6,ES,CHIHUAHUA,6,CHIHUAHUA,0.056801910,0,0.156075270,0.00%
E20D2,PVEM,OAXACA,2,TEOTITLAN DE FLORES MAGON,0.064351600,0,0.219218706,0.00%
E28D3,ES,TAMAULIPAS,3,RIO BRAVO,0.059466985,0,0.143223992,0.00%
E15D30,PRI,MÉXICO,30,CHIMALHUACAN,0.125671722,0.027666478,0.242452174,0.00%
E19D8,ES,NUEVO LEÓN,8,GUADALUPE,0.044375893,0,0.125189650,0.00%
E20D4,PAN,OAXACA,4,TLACOLULA DE MATAMOROS,0.196295950,0.079977839,0.334897528,0.00%
E7D8,ES,CHIAPAS,8,COMITAN DE DOMINGUEZ,0.081988567,0,0.226029834,0.00%
E11D3,PVEM,GUANAJUATO,3,LEON,0.066362021,0.015046111,0.127508699,0.00%
E11D4,MC,GUANAJUATO,4,GUANAJUATO,0.055108993,0.011884436,0.106614229,0.00%
E9D3,PAN,CIUDAD DE MÉXICO,3,AZCAPOTZALCO,0.290428292,0.227416302,0.365511709,0.00%
E11D14,RSP,GUANAJUATO,14,ACAMBARO,0.055481941,0,0.129118447,0.00%
E25D3,ES,SINALOA,3,GUAMUCHIL,0.036203059,0,0.151094299,0.00%
E1D2,ES,AGUASCALIENTES,2,AGUASCALIENTES,0.064163709,0,0.167745680,0.00%
E15D22,PVEM,MÉXICO,22,NAUCALPAN DE JUAREZ,0.056900908,0,0.163651182,0.00%
E30D20,PVEM,VERACRUZ,20,COSOLEACAQUE,0.068846179,0,0.214753087,0.00%
E21D1,ES,PUEBLA,1,HUAUCHINANGO DE DEGOLLADO,0.045912497,0,0.136386573,0.00%
E21D12,PAN,PUEBLA,12,HEROICA PUEBLA DE ZARAGOZA,0.262248893,0.185713338,0.353446632,0.00%
E28D1,ES,TAMAULIPAS,1,NUEVO LAREDO,0.039930311,0,0.126811733,0.00%
E21D2,ES,PUEBLA,2,CUAUTILULCO BARRIO,0.032973428,0,0.122506554,0.00%
E7D4,PAN,CHIAPAS,4,PICHUCALCO,0.131948893,0.055689359,0.222817733,0.00%
E11D11,MC,GUANAJUATO,11,LEON,0.046274032,0,0.099863237,0.00%
E10D2,ES,DURANGO,2,GOMEZ PALACIO,0.051935644,0,0.145817643,0.00%
E12D2,PAN,GUERRERO,2,IGUALA,0.108284772,0.039387784,0.190380598,0.00%
E27D3,MC,TABASCO,3,COMALCALCO,0.079546283,0,0.255880581,0.00%
E16D6,PVEM,MICHOACÁN,6,CIUDAD HIDALGO,0.079678182,0,0.165587642,0.00%
E16D5,PVEM,MICHOACÁN,5,ZAMORA DE HIDALGO,0.060490400,0,0.142859062,0.00%
E26D3,ES,SONORA,3,HERMOSILLO,0.043620015,0,0.149432582,0.00%
E21D14,ES,PUEBLA,14,ACATLAN DE OSORIO,0.045520068,0,0.173639197,0.00%
E30D18,PVEM,VERACRUZ,18,ZONGOLICA,0.047748284,0,0.155838388,0.00%
E7D3,MC,CHIAPAS,3,OCOSINGO,0.069764159,0,0.183534720,0.00%
E26D5,ES,SONORA,5,HERMOSILLO,0.036562740,0,0.133892228,0.00%
E7D7,RSP,CHIAPAS,7,TONALA,0.075858674,0,0.254370758,0.00%
E10D3,ES,DURANGO,3,GUADALUPE VICTORIA,0.056505295,0,0.147375500,0.00%
E12D7,MC,GUERRERO,7,CHILPANCINGO,0.095737252,0,0.199681602,0.00%
E15D37,PRI,MÉXICO,37,CUAUTITLAN,0.102004486,0,0.218343235,0.00%
E14D2,MORENA,JALISCO,2,LAGOS DE MORENO,0.226301843,0.196073667,0.262320937,0.00%
E11D9,ES,GUANAJUATO,9,IRAPUATO,0.049786373,0,0.124574000,0.00%
E5D4,MC,COAHUILA,4,SALTILLO,0.033549147,0,0.102628814,0.00%
E26D6,PVEM,SONORA,6,CD. OBREGON,0.039616273,0,0.192408047,0.00%
E21D11,PAN,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,0.263806106,0.192649596,0.348594318,0.00%
E15D19,PVEM,MÉXICO,19,TLALNEPANTLA DE BAZ,0.053477829,0,0.175848270,0.00%
E16D7,RSP,MICHOACÁN,7,ZACAPU,0.065823602,0,0.150619582,0.00%
E19D5,PAN,NUEVO LEÓN,5,MONTERREY,0.139667279,0.092379671,0.196013940,0.00%
E5D5,ES,COAHUILA,5,TORREON,0.043785781,0,0.113786036,0.00%
E8D5,ES,CHIHUAHUA,5,DELICIAS,0.049353787,0,0.139389070,0.00%
E7D13,RSP,CHIAPAS,13,HUEHUETAN,0.063474205,0,0.209180797,0.00%
E31D3,ES,YUCATÁN,3,MERIDA,0.033100117,0,0.123429250,0.00%
E24D7,ES,SAN LUIS POTOSÍ,7,TAMAZUNCHALE,0.035675485,0,0.120940431,0.00%
E1D2,PAN,AGUASCALIENTES,2,AGUASCALIENTES,0.248394926,0.219531754,0.282787517,0.00%
E9D20,PRD,CIUDAD DE MÉXICO,20,IZTAPALAPA,0.256608576,0.172497085,0.356833598,0.00%
E7D13,PRD,CHIAPAS,13,HUEHUETAN,0.214214253,0.134977981,0.308630095,0.00%
E16D5,RSP,MICHOACÁN,5,ZAMORA DE HIDALGO,0.051388056,0,0.132217910,0.00%
E16D6,MC,MICHOACÁN,6,CIUDAD HIDALGO,0.085566719,0.019644018,0.164118463,0.00%
E11D7,RSP,GUANAJUATO,7,SAN FRANCISCO DEL RINCON,0.050270871,0.015482447,0.091723836,0.00%
E15D1,ES,MÉXICO,1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,0.057449418,0,0.149747785,0.00%
E12D3,RSP,GUERRERO,3,ZIHUATANEJO,0.047152589,0,0.161482753,0.00%
E14D3,MORENA,JALISCO,3,TEPATITLAN DE MORELOS,0.190160769,0.158415756,0.227987286,0.00%
E9D21,PRI,CIUDAD DE MÉXICO,21,XOCHIMILCO,0.224751569,0.151090200,0.312524504,0.00%
E27D1,PRI,TABASCO,1,MACUSPANA,0.201007526,0.104362092,0.316167663,0.00%
E16D10,PVEM,MICHOACÁN,10,MORELIA,0.076668699,0,0.170897421,0.00%
E19D2,ES,NUEVO LEÓN,2,APODACA,0.059668544,0,0.137756564,0.00%
E16D7,PVEM,MICHOACÁN,7,ZACAPU,0.084297631,0.021935808,0.158606327,0.00%
E19D5,ES,NUEVO LEÓN,5,MONTERREY,0.047285819,0,0.130153984,0.00%
E19D4,MC,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,0.120586724,0.089939210,0.157105489,0.00%
E11D5,ES,GUANAJUATO,5,LEON,0.056296169,0.023306919,0.095605285,0.00%
E32D4,ES,ZACATECAS,4,GUADALUPE,0.034988118,0,0.128177815,0.00%
E15D36,ES,MÉXICO,36,TEJUPILCO DE HIDALGO,0.023656067,0,0.111761222,0.00%
E17D2,PRD,MORELOS,2,JIUTEPEC,0.103253225,0.024031186,0.197652107,0.00%
E8D8,ES,CHIHUAHUA,8,CHIHUAHUA,0.060295765,0,0.154066634,0.00%
E8D7,ES,CHIHUAHUA,7,CUAUHTEMOC,0.051350973,0,0.140282785,0.00%
E7D11,ES,CHIAPAS,11,LAS MARGARITAS,0.052415314,0,0.167199893,0.00%
E15D36,MC,MÉXICO,36,TEJUPILCO DE HIDALGO,0.049710620,0,0.127188680,0.00%
E16D1,PVEM,MICHOACÁN,1,LAZARO CARDENAS,0.058091462,0,0.175555418,0.00%
E17D3,PRD,MORELOS,3,CUAUTLA,0.105677583,0.035690499,0.189072338,0.00%
E7D3,ES,CHIAPAS,3,OCOSINGO,0.059794297,0,0.162476911,0.00%
E7D12,RSP,CHIAPAS,12,TAPACHULA,0.050543526,0,0.190067492,0.00%
E9D22,RSP,CIUDAD DE MÉXICO,22,IZTAPALAPA,0.061619821,0,0.189464354,0.00%
E19D8,MC,NUEVO LEÓN,8,GUADALUPE,0.102364179,0.062276115,0.150132054,0.00%
E16D9,RSP,MICHOACÁN,9,URUAPAN DEL PROGRESO,0.052819390,0,0.153897045,0.00%
E19D1,PRD,NUEVO LEÓN,1,SANTA CATARINA,0.021117633,0,0.079014141,0.00%
E25D1,ES,SINALOA,1,MAZATLAN,0.030604037,0,0.139832703,0.00%
E12D4,PVEM,GUERRERO,4,ACAPULCO,0.047097075,0,0.188777260,0.00%
E7D6,RSP,CHIAPAS,6,TUXTLA GUTIERREZ,0.048138576,0,0.211338139,0.00%
E19D2,MC,NUEVO LEÓN,2,APODACA,0.112828439,0.065261384,0.169508080,0.00%
E26D7,ES,SONORA,7,NAVOJOA,0.025814873,0,0.122647555,0.00%
E15D37,PVEM,MÉXICO,37,CUAUTITLAN,0.051397482,0,0.166578110,0.00%
E29D2,PRD,TLAXCALA,2,TLAXCALA DE XICOHTENCATL,0.265920601,0.190938333,0.355267483,0.00%
E7D4,ES,CHIAPAS,4,PICHUCALCO,0.071452300,0,0.163544715,0.00%
E13D7,PVEM,HIDALGO,7,TEPEAPULCO,0.065709454,0,0.181932639,0.00%
E32D3,ES,ZACATECAS,3,ZACATECAS,0.043559112,0,0.140548333,0.00%
E11D4,RSP,GUANAJUATO,4,GUANAJUATO,0.042318043,0,0.086783838,0.00%
E11D1,MC,GUANAJUATO,1,SAN LUIS DE LA PAZ,0.048894034,0,0.102484090,0.00%
E11D1,ES,GUANAJUATO,1,SAN LUIS DE LA PAZ,0.048695275,0,0.102343823,0.00%
E26D2,ES,SONORA,2,NOGALES,0.035758091,0,0.132009374,0.00%
E12D8,MC,GUERRERO,8,AYUTLA DE LOS LIBRES,0.097545228,0,0.212232107,0.00%
E19D3,MC,NUEVO LEÓN,3,GRAL. ESCOBEDO,0.111764294,0.068570382,0.163233014,0.00%
E15D13,PRI,MÉXICO,13,ECATEPEC DE MORELOS,0.117769507,0.029401452,0.223066540,0.00%
E8D1,PVEM,CHIHUAHUA,1,JUAREZ,0.079129643,0,0.191487055,0.00%
E12D9,MC,GUERRERO,9,ACAPULCO,0.102419742,0,0.206647399,0.00%
E11D6,MC,GUANAJUATO,6,LEON,0.046213018,0,0.098990082,0.00%
E16D6,RSP,MICHOACÁN,6,CIUDAD HIDALGO,0.063109546,0,0.138459744,0.00%
E22D5,ES,QUERÉTARO,5,EL PUEBLITO,0.046135699,0,0.103692864,0.00%
E30D1,ES,VERACRUZ,1,PANUCO,0.055533502,0,0.132882088,0.00%
E16D9,MC,MICHOACÁN,9,URUAPAN DEL PROGRESO,0.076733579,0,0.166909704,0.00%
E27D3,RSP,TABASCO,3,COMALCALCO,0.054842675,0,0.204908579,0.00%
E11D3,MC,GUANAJUATO,3,LEON,0.041790301,0,0.096127873,0.00%
E20D6,PVEM,OAXACA,6,HEROICA CIUDAD DE TLAXIACO,0.052675969,0,0.174296025,0.00%
E30D7,PVEM,VERACRUZ,7,MARTINEZ DE LA TORRE,0.062465701,0,0.162374328,0.00%
E19D12,ES,NUEVO LEÓN,12,BENITO JUAREZ,0.080517433,0.026191996,0.145250184,0.00%
E17D4,PRI,MORELOS,4,JOJUTLA,0.085623169,0.018017235,0.166180608,0.00%
E22D1,ES,QUERÉTARO,1,CADEREYTA DE MONTES,0.048431529,0,0.114745732,0.00%
E16D4,RSP,MICHOACÁN,4,JIQUILPAN DE JUAREZ,0.048525342,0,0.119906186,0.00%
E16D12,MC,MICHOACÁN,12,APATZINGAN DE LA CONSTITUCION,0.092331967,0,0.194805905,0.00%
E11D14,MC,GUANAJUATO,14,ACAMBARO,0.104262240,0.069156757,0.146093003,0.00%
E15D10,PRI,MÉXICO,10,ECATEPEC DE MORELOS,0.115699528,0.030795240,0.216869227,0.00%
E19D1,ES,NUEVO LEÓN,1,SANTA CATARINA,0.054453712,0.017357678,0.098656362,0.00%
E28D8,ES,TAMAULIPAS,8,TAMPICO,0.057076579,0,0.136786679,0.00%
E16D3,MC,MICHOACÁN,3,HEROICA ZITACUARO,0.081525069,0,0.181782655,0.00%
E12D2,MC,GUERRERO,2,IGUALA,0.084580714,0.026053118,0.154320646,0.00%
E26D1,ES,SONORA,1,SAN LUIS RIO COLORADO,0.052121253,0,0.156570733,0.00%
E7D2,ES,CHIAPAS,2,BOCHIL,0.059653303,0,0.168629760,0.00%
E17D5,RSP,MORELOS,5,YAUTEPEC,0.141855553,0.093801262,0.199115774,0.00%
E16D3,RSP,MICHOACÁN,3,HEROICA ZITACUARO,0.066915091,0,0.170798854,0.00%
E2D7,PRI,BAJA CALIFORNIA,7,MEXICALI,0.202351780,0.128654728,0.290167233,0.00%
E6D1,MC,COLIMA,1,COLIMA,0.076517755,0.020614139,0.143131022,0.00%
E11D12,PVEM,GUANAJUATO,12,CELAYA,0.071109089,0.019025944,0.133169985,0.00%
E11D10,MC,GUANAJUATO,10,URIANGATO,0.061428150,0.018417415,0.112678602,0.00%
E27D6,PAN,TABASCO,6,VILLAHERMOSA,0.173065886,0.080148758,0.283783473,0.00%
E17D5,PRD,MORELOS,5,YAUTEPEC,0.083159875,0.022226182,0.155766848,0.00%
E14D1,ES,JALISCO,1,TEQUILA,0.056800519,0,0.118560699,0.00%
E21D8,ES,PUEBLA,8,CIUDAD SERDAN,0.037223914,0,0.112268972,0.00%
E12D6,ES,GUERRERO,6,CHILAPA,0.051518757,0,0.123385010,0.00%
E9D11,RSP,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,0.058340657,0,0.151217220,0.00%
E32D2,ES,ZACATECAS,2,JEREZ DE GARCIA SALINAS,0.045981974,0,0.124754612,0.00%
E25D7,ES,SINALOA,7,CULIACAN DE ROSALES,0.051891282,0,0.165949705,0.00%
E4D1,ES,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,0.063547119,0,0.143160011,0.00%
E22D4,ES,QUERÉTARO,4,SANTIAGO DE QUERETARO,0.046857720,0,0.119055217,0.00%
E20D7,ES,OAXACA,7,CIUDAD IXTEPEC,0.057385955,0,0.165556213,0.00%
E31D2,MC,YUCATÁN,2,PROGRESO,0.030541805,0,0.083377400,0.00%
E30D5,MC,VERACRUZ,5,POZA RICA DE HIDALGO,0.087798023,0,0.182306767,0.00%
E16D1,RSP,MICHOACÁN,1,LAZARO CARDENAS,0.049513085,0,0.154442604,0.00%
E9D4,PRD,CIUDAD DE MÉXICO,4,IZTAPALAPA,0.225330180,0.146859458,0.318833814,0.00%
E19D9,MC,NUEVO LEÓN,9,LINARES,0.062750162,0.027908976,0.104265997,0.00%
E11D4,ES,GUANAJUATO,4,GUANAJUATO,0.045600979,0.012725091,0.084775016,0.00%
E28D9,PAN,TAMAULIPAS,9,REYNOSA,0.224297435,0.175278558,0.282707030,0.00%
E9D24,PVEM,CIUDAD DE MÉXICO,24,COYOACAN,0.058603784,0,0.148637533,0.00%
E15D25,PAN,MÉXICO,25,CHIMALHUACAN,0.026270040,0,0.142182522,0.00%
E21D13,ES,PUEBLA,13,ATLIXCO,0.047640061,0,0.137048236,0.00%
E7D1,PRD,CHIAPAS,1,PALENQUE,0.091119444,0,0.216571753,0.00%
E11D5,RSP,GUANAJUATO,5,LEON,0.028207662,0,0.067747723,0.00%
E7D11,MC,CHIAPAS,11,LAS MARGARITAS,0.049779143,0,0.146703831,0.00%
E15D18,ES,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,0.056273397,0,0.126817397,0.00%
E22D3,ES,QUERÉTARO,3,SANTIAGO DE QUERETARO,0.049903584,0,0.128342832,0.00%
E15D16,PRI,MÉXICO,16,ECATEPEC DE MORELOS,0.122345345,0.037915614,0.222949574,0.00%
E9D12,PVEM,CIUDAD DE MÉXICO,12,CUAUHTEMOC,0.056987009,0,0.155759641,0.00%
E15D10,PVEM,MÉXICO,10,ECATEPEC DE MORELOS,0.066274774,0,0.173396588,0.00%
E18D1,ES,NAYARIT,1,SANTIAGO IXCUINTLA,0.043704920,0,0.131169390,0.00%
E16D4,MC,MICHOACÁN,4,JIQUILPAN DE JUAREZ,0.081819085,0.034119637,0.138656483,0.00%
E15D32,MC,MÉXICO,32,VALLE DE CHALCO SOLIDARIDAD,0.139727370,0.055280071,0.240352534,0.00%
E15D13,PVEM,MÉXICO,13,ECATEPEC DE MORELOS,0.060991236,0,0.169518606,0.00%
E16D7,MC,MICHOACÁN,7,ZACAPU,0.080806226,0.030094609,0.141232844,0.00%
E19D10,ES,NUEVO LEÓN,10,MONTERREY,0.048805213,0.008185167,0.097206983,0.00%
E15D3,ES,MÉXICO,3,ATLACOMULCO DE FABELA,0.048760089,0,0.136436758,0.00%
E11D7,PRD,GUANAJUATO,7,SAN FRANCISCO DEL RINCON,0.020742242,0,0.060146525,0.00%
E17D4,RSP,MORELOS,4,JOJUTLA,0.070262545,0,0.146793423,0.00%
E11D2,PVEM,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,0.075284048,0.033055155,0.125602877,0.00%
E17D4,PVEM,MORELOS,4,JOJUTLA,0.071357310,0,0.147334364,0.00%
E2D3,PRI,BAJA CALIFORNIA,3,ENSENADA,0.232985020,0.163077242,0.316285275,0.00%
E12D6,RSP,GUERRERO,6,CHILAPA,0.038988343,0,0.108434943,0.00%
E12D2,PRD,GUERRERO,2,IGUALA,0.099124308,0.048549323,0.159388119,0.00%
E21D3,ES,PUEBLA,3,TEZIUTLAN,0.034357098,0,0.111663315,0.00%
E5D2,MC,COAHUILA,2,SAN PEDRO,0.052409911,0,0.111454864,0.00%
E4D2,ES,CAMPECHE,2,CIUDAD DEL CARMEN,0.055811191,0,0.145983363,0.00%
E5D1,MC,COAHUILA,1,PIEDRAS NEGRAS,0.050637764,0.012638610,0.095916550,0.00%
E9D15,ES,CIUDAD DE MÉXICO,15,BENITO JUAREZ,0.083702433,0.034362858,0.142494162,0.00%
E19D3,ES,NUEVO LEÓN,3,GRAL. ESCOBEDO,0.056993826,0,0.114011364,0.00%
E30D11,PRI,VERACRUZ,11,COATZACOALCOS,0.160383231,0.080567038,0.255490091,0.00%
E11D13,MC,GUANAJUATO,13,VALLE DE SANTIAGO,0.082274281,0.032710117,0.141333625,0.00%
E22D5,MC,QUERÉTARO,5,EL PUEBLITO,0.029427151,0,0.082712724,0.00%
E30D3,ES,VERACRUZ,3,TUXPAN DE RODRIGUEZ CANO,0.049038974,0,0.128081326,0.00%
E9D19,RSP,CIUDAD DE MÉXICO,19,IZTAPALAPA,0.061466723,0,0.166874716,0.00%
E29D3,PRI,TLAXCALA,3,ZACATELCO,0.195750511,0.138939950,0.263444469,0.00%
E14D18,ES,JALISCO,18,AUTLAN DE NAVARRO,0.041957734,0,0.102045284,0.00%
E31D1,MC,YUCATÁN,1,VALLADOLID,0.025620199,0,0.075214815,0.00%
E16D8,PVEM,MICHOACÁN,8,MORELIA,0.064628097,0,0.151219329,0.00%
E12D1,ES,GUERRERO,1,CD. ALTAMIRANO,0.030890524,0,0.105144210,0.00%
E2D8,PRD,BAJA CALIFORNIA,8,TIJUANA,0.211060722,0.140160205,0.295543898,0.00%
E15D11,PRI,MÉXICO,11,ECATEPEC DE MORELOS,0.110462835,0.035311309,0.200011400,0.00%
E2D4,PRI,BAJA CALIFORNIA,4,TIJUANA,0.147524820,0.064481648,0.246476863,0.00%
E20D8,PRI,OAXACA,8,OAXACA DE JUAREZ,0.180158369,0.100167009,0.275473952,0.00%
E28D7,ES,TAMAULIPAS,7,CIUDAD MADERO,0.055014178,0,0.127352764,0.00%
E15D17,PRI,MÉXICO,17,ECATEPEC DE MORELOS,0.112262902,0.034500316,0.204922739,0.00%
E15D17,PVEM,MÉXICO,17,ECATEPEC DE MORELOS,0.061596216,0,0.166451554,0.00%
E4D1,MC,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,0.030715619,0,0.110043152,0.00%
E5D5,MC,COAHUILA,5,TORREON,0.030966346,0,0.083249498,0.00%
E15D36,RSP,MÉXICO,36,TEJUPILCO DE HIDALGO,0.039795798,0,0.101669578,0.00%
E19D6,ES,NUEVO LEÓN,6,MONTERREY,0.038757531,0,0.083751814,0.00%
E2D1,ES,BAJA CALIFORNIA,1,MEXICALI,0.056044323,0.024296022,0.093874757,0.00%
E2D1,MC,BAJA CALIFORNIA,1,MEXICALI,0.043329152,0.016390567,0.075428455,0.00%
E2D1,RSP,BAJA CALIFORNIA,1,MEXICALI,0.034777145,0.009497399,0.064899820,0.00%
E2D3,ES,BAJA CALIFORNIA,3,ENSENADA,0.054251144,0.023547967,0.090836234,0.00%
E2D3,MC,BAJA CALIFORNIA,3,ENSENADA,0.037538956,0,0.083749080,0.00%
E2D3,RSP,BAJA CALIFORNIA,3,ENSENADA,0.032950250,0.005667471,0.065459686,0.00%
E2D7,ES,BAJA CALIFORNIA,7,MEXICALI,0.070561226,0.039981358,0.106999386,0.00%
E2D7,MC,BAJA CALIFORNIA,7,MEXICALI,0.072847009,0.049693192,0.100436483,0.00%
E2D7,RSP,BAJA CALIFORNIA,7,MEXICALI,0.016656679,0,0.049625458,0.00%
E2D8,ES,BAJA CALIFORNIA,8,TIJUANA,0.061653185,0.025022963,0.105300786,0.00%
E2D8,MC,BAJA CALIFORNIA,8,TIJUANA,0.036848717,0,0.077107729,0.00%
E2D8,RSP,BAJA CALIFORNIA,8,TIJUANA,0.022504192,0,0.048830394,0.00%
E3D1,ES,BAJA CALIFORNIA SUR,1,LA PAZ,0.048004690,0,0.102322592,0.00%
E3D1,MC,BAJA CALIFORNIA SUR,1,LA PAZ,0.013436489,0,0.065436578,0.00%
E3D1,RSP,BAJA CALIFORNIA SUR,1,LA PAZ,0.042016269,0.008849078,0.081537415,0.00%
E3D2,ES,BAJA CALIFORNIA SUR,2,SAN JOSE DEL CABO,0.053007204,0.014699697,0.098653415,0.00%
E3D2,MC,BAJA CALIFORNIA SUR,2,SAN JOSE DEL CABO,0.003690231,0,0.071530637,0.00%
E3D2,PRD,BAJA CALIFORNIA SUR,2,SAN JOSE DEL CABO,0.258132596,0.205040906,0.321395246,0.00%
E3D2,RSP,BAJA CALIFORNIA SUR,2,SAN JOSE DEL CABO,0.032866783,0,0.090094610,0.00%
E7D1,ES,CHIAPAS,1,PALENQUE,0.053478148,0,0.136987332,0.00%
E7D1,MC,CHIAPAS,1,PALENQUE,0.055917378,0,0.130802763,0.00%
E7D10,ES,CHIAPAS,10,VILLAFLORES,0.055560678,0,0.132785384,0.00%
E7D10,MC,CHIAPAS,10,VILLAFLORES,0.052745276,0,0.125053993,0.00%
E7D10,PRI,CHIAPAS,10,VILLAFLORES,0.117087269,0.032386712,0.218014208,0.00%
E7D13,ES,CHIAPAS,13,HUEHUETAN,0.062175973,0,0.139515894,0.00%
E7D13,MC,CHIAPAS,13,HUEHUETAN,0.039697367,0,0.103263492,0.00%
E7D2,MC,CHIAPAS,2,BOCHIL,0.048554679,0,0.131199278,0.00%
E7D5,ES,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,0.051783377,0,0.133851710,0.00%
E7D5,MC,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,0.056818400,0,0.145530365,0.00%
E7D6,ES,CHIAPAS,6,TUXTLA GUTIERREZ,0.054044359,0,0.113405417,0.00%
E7D6,MC,CHIAPAS,6,TUXTLA GUTIERREZ,0.062708624,0.014522330,0.120126135,0.00%
E7D6,PRD,CHIAPAS,6,TUXTLA GUTIERREZ,0.116038612,0.043790841,0.202127142,0.00%
E7D7,ES,CHIAPAS,7,TONALA,0.054971046,0,0.116113649,0.00%
E7D7,MC,CHIAPAS,7,TONALA,0.047788930,0,0.107244421,0.00%
E7D7,PAN,CHIAPAS,7,TONALA,0.126459220,0.067544532,0.196660400,0.00%
E7D8,MC,CHIAPAS,8,COMITAN DE DOMINGUEZ,0.030915886,0,0.093669312,0.00%
E7D9,ES,CHIAPAS,9,TUXTLA GUTIERREZ,0.069960306,0.042502583,0.102678202,0.00%
E7D9,MC,CHIAPAS,9,TUXTLA GUTIERREZ,0.046846171,0,0.094053502,0.00%
E7D9,PAN,CHIAPAS,9,TUXTLA GUTIERREZ,0.123154774,0.045043772,0.216229773,0.00%
E7D9,RSP,CHIAPAS,9,TUXTLA GUTIERREZ,0.048367055,0,0.168866525,0.00%
E8D2,ES,CHIHUAHUA,2,JUAREZ,0.055716774,0.011233374,0.108722013,0.00%
E8D2,MC,CHIHUAHUA,2,JUAREZ,0.055565105,0.018937672,0.099209384,0.00%
E8D2,RSP,CHIHUAHUA,2,JUAREZ,0.044870730,0.018676868,0.076082641,0.00%
E8D3,ES,CHIHUAHUA,3,JUAREZ,0.062584954,0.019954816,0.113381898,0.00%
E8D3,MC,CHIHUAHUA,3,JUAREZ,0.044269921,0.007552095,0.088021910,0.00%
E8D3,RSP,CHIHUAHUA,3,JUAREZ,0.039708007,0.017148141,0.066589744,0.00%
E8D4,ES,CHIHUAHUA,4,JUAREZ,0.063297592,0,0.136988499,0.00%
E8D4,MC,CHIHUAHUA,4,JUAREZ,0.038874121,0,0.080342202,0.00%
E8D4,RSP,CHIHUAHUA,4,JUAREZ,0.043944956,0.023843739,0.067897032,0.00%
E8D5,MC,CHIHUAHUA,5,DELICIAS,0.022284241,0,0.070458952,0.00%
E8D5,RSP,CHIHUAHUA,5,DELICIAS,0.044113004,0.020928021,0.071739614,0.00%
E8D7,MC,CHIHUAHUA,7,CUAUHTEMOC,0.035175677,0,0.076391630,0.00%
E8D7,RSP,CHIHUAHUA,7,CUAUHTEMOC,0.021269965,0,0.045914386,0.00%
E8D9,MC,CHIHUAHUA,9,HIDALGO DEL PARRAL,0.028298896,0,0.076156245,0.00%
E8D9,RSP,CHIHUAHUA,9,HIDALGO DEL PARRAL,0.040819925,0.009530351,0.078103753,0.00%
E9D10,ES,CIUDAD DE MÉXICO,10,MIGUEL HIDALGO,0.066687335,0.023524914,0.118118531,0.00%
E9D10,MC,CIUDAD DE MÉXICO,10,MIGUEL HIDALGO,0.038067483,0.012904124,0.068051475,0.00%
E9D10,RSP,CIUDAD DE MÉXICO,10,MIGUEL HIDALGO,0.036113260,0,0.100658268,0.00%
E9D13,ES,CIUDAD DE MÉXICO,13,IZTACALCO,0.070979639,0.039020719,0.109061042,0.00%
E9D13,MC,CIUDAD DE MÉXICO,13,IZTACALCO,0.063622132,0.012691814,0.124309350,0.00%
E9D13,RSP,CIUDAD DE MÉXICO,13,IZTACALCO,0.055937317,0,0.148536575,0.00%
E9D15,MC,CIUDAD DE MÉXICO,15,BENITO JUAREZ,0.028384800,0,0.093354561,0.00%
E9D15,RSP,CIUDAD DE MÉXICO,15,BENITO JUAREZ,0.030939178,0,0.072370738,0.00%
E9D16,ES,CIUDAD DE MÉXICO,16,ALVARO OBREGON,0.074266642,0.035965013,0.119905848,0.00%
E9D16,MC,CIUDAD DE MÉXICO,16,ALVARO OBREGON,0.060004162,0,0.120370110,0.00%
