Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,Rango menor,Rango mayor
OTROS,E22D5,QUERÉTARO,EL PUEBLITO,0.0350,0,0.1069
PAN,E22D5,QUERÉTARO,EL PUEBLITO,0.3411,0.2520,0.4472
PRD,E22D5,QUERÉTARO,EL PUEBLITO,0,0,0.0246596641553633
PRI,E22D5,QUERÉTARO,EL PUEBLITO,0.1946,0,0.4236
PT,E22D5,QUERÉTARO,EL PUEBLITO,0.0355,0.0299,0.0422
PVEM,E22D5,QUERÉTARO,EL PUEBLITO,0.1175,0,0.2994
RSP,E22D5,QUERÉTARO,EL PUEBLITO,0.0173,0,0.0514
ES,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.0383,0,0.1385
MC,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.0366,0.0247,0.0508
OTROS,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.0271,0,0.1359
PAN,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.3231,0.1728,0.5022
PVEM,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.5701,0.4083,0.7629
RSP,E23D1,QUINTANA ROO,PLAYA DEL CARMEN,0.0235,0,0.0512
ES,E23D2,QUINTANA ROO,CHETUMAL,0.0453,0,0.1278
MC,E23D2,QUINTANA ROO,CHETUMAL,0.0400,0.0247,0.0583
MORENA,E23D2,QUINTANA ROO,CHETUMAL,0.5696,0.4410,0.7228
OTROS,E23D2,QUINTANA ROO,CHETUMAL,0.0319,0,0.1141
PRI,E23D2,QUINTANA ROO,CHETUMAL,0.2972,0.1708,0.4477
RSP,E23D2,QUINTANA ROO,CHETUMAL,0.0379,0.0105,0.0705
ES,E23D3,QUINTANA ROO,CANCUN,0.0394,0,0.0840
MC,E23D3,QUINTANA ROO,CANCUN,0.0673,0.0448,0.0941
MORENA,E23D3,QUINTANA ROO,CANCUN,0.6773,0.6219,0.7432
OTROS,E23D3,QUINTANA ROO,CANCUN,0.0298,0,0.0663
PRD,E23D3,QUINTANA ROO,CANCUN,0.1047,0.0524,0.1670
RSP,E23D3,QUINTANA ROO,CANCUN,0.0575,0.0157,0.1074
ES,E23D4,QUINTANA ROO,CANCUN,0.0412,0,0.0993
MC,E23D4,QUINTANA ROO,CANCUN,0.0550,0.0284,0.0867
OTROS,E23D4,QUINTANA ROO,CANCUN,0.0349,0,0.0752
PRD,E23D4,QUINTANA ROO,CANCUN,0.1960,0.1338,0.2702
PVEM,E23D4,QUINTANA ROO,CANCUN,0.6390,0.5796,0.7097
RSP,E23D4,QUINTANA ROO,CANCUN,0.0522,0.0125,0.0995
ES,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.0302,0,0.1196
MC,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.0569,0.0312,0.0875
OTROS,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.0663,0,0.1646
PRI,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.4448,0.3185,0.5953
PVEM,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.4149,0.2833,0.5717
RSP,E24D1,SAN LUIS POTOSÍ,MATEHUALA,0.0353,0,0.0707
ES,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.0282,0,0.1399
MC,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.0311,0.0068,0.0600
OTROS,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.0563,0,0.1692
PRI,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.5209,0.3483,0.7265
PVEM,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.3796,0.2059,0.5866
RSP,E24D3,SAN LUIS POTOSÍ,RIOVERDE,0.0324,0.0054,0.0646
ES,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.0225,0,0.1056
MC,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.0596,0.0314,0.0932
MORENA,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.4712,0.3403,0.6272
OTROS,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.0550,0,0.1298
PRD,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.4042,0.2704,0.5636
RSP,E24D4,SAN LUIS POTOSÍ,CIUDAD VALLES,0.0450,0.0269,0.0664
ES,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0209,0,0.0928
MC,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0571,0.0324,0.0866
OTROS,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0442,0,0.1065
PAN,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.4911,0.3706,0.6347
PVEM,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.4094,0.3075,0.5309
RSP,E24D5,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0417,0.0126,0.0765
ES,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0235,0,0.0719
MC,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0639,0.0347,0.0988
OTROS,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0422,0.0175,0.0717
PAN,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.3832,0.3126,0.4673
PVEM,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.4388,0.3832,0.5051
RSP,E24D6,SAN LUIS POTOSÍ,SAN LUIS POTOSI,0.0531,0.0204,0.0920
ES,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.0130,0,0.1049
MC,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.0396,0.0248,0.0571
OTROS,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.0670,0,0.1425
PAN,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.4873,0.3632,0.6351
PVEM,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.3616,0.2392,0.5075
RSP,E24D7,SAN LUIS POTOSÍ,TAMAZUNCHALE,0.0428,0.0219,0.0677
ES,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0119,0,0.0760
MC,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0737,0,0.1650
MORENA,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.2705,0.2041,0.3496
OTROS,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0497,0,0.1147
PRD,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.3958,0.2816,0.5320
PT,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0457,0.0308,0.0633
PVEM,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0878,0,0.1844
RSP,E24D2,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,0.0740,0,0.1680
ES,E25D1,SINALOA,MAZATLAN,0.0212,0,0.1626
MC,E25D1,SINALOA,MAZATLAN,0.0313,0.0075,0.0597
OTROS,E25D1,SINALOA,MAZATLAN,0.0175,0,0.1527
PAN,E25D1,SINALOA,MAZATLAN,0.4690,0.2627,0.7148
PT,E25D1,SINALOA,MAZATLAN,0.5486,0.3524,0.7824
RSP,E25D1,SINALOA,MAZATLAN,0.0143,0,0.0478
ES,E25D2,SINALOA,LOS MOCHIS,0.0209,0,0.1421
MC,E25D2,SINALOA,LOS MOCHIS,0.0238,0.0068,0.0440
MORENA,E25D2,SINALOA,LOS MOCHIS,0.6010,0.4176,0.8195
OTROS,E25D2,SINALOA,LOS MOCHIS,0.0237,0,0.1688
PAN,E25D2,SINALOA,LOS MOCHIS,0.4077,0.2373,0.6107
RSP,E25D2,SINALOA,LOS MOCHIS,0.0120,0,0.0386
ES,E25D3,SINALOA,GUAMUCHIL,0.0342,0,0.1738
MC,E25D3,SINALOA,GUAMUCHIL,0.0476,0.0245,0.0750
OTROS,E25D3,SINALOA,GUAMUCHIL,0.0188,0,0.1354
PRI,E25D3,SINALOA,GUAMUCHIL,0.4428,0.2391,0.6855
PT,E25D3,SINALOA,GUAMUCHIL,0.5495,0.3465,0.7915
RSP,E25D3,SINALOA,GUAMUCHIL,0.0196,0,0.0493
ES,E25D5,SINALOA,CULIACAN DE ROSALES,0.0255,0,0.1260
MC,E25D5,SINALOA,CULIACAN DE ROSALES,0.0295,0,0.0591
MORENA,E25D5,SINALOA,CULIACAN DE ROSALES,0.6539,0.4778,0.8637
OTROS,E25D5,SINALOA,CULIACAN DE ROSALES,0.0097,0,0.1023
PRI,E25D5,SINALOA,CULIACAN DE ROSALES,0.3176,0.1431,0.5255
RSP,E25D5,SINALOA,CULIACAN DE ROSALES,0.0178,0,0.0437
ES,E25D7,SINALOA,CULIACAN DE ROSALES,0.0189,0,0.1144
MC,E25D7,SINALOA,CULIACAN DE ROSALES,0.0265,0,0.0535
MORENA,E25D7,SINALOA,CULIACAN DE ROSALES,0.6510,0.4731,0.8630
OTROS,E25D7,SINALOA,CULIACAN DE ROSALES,0.0159,0,0.1308
PRI,E25D7,SINALOA,CULIACAN DE ROSALES,0.3204,0.1382,0.5374
RSP,E25D7,SINALOA,CULIACAN DE ROSALES,0.0221,0,0.0455
ES,E25D4,SINALOA,GUASAVE,0.0290,0,0.1516
MC,E25D4,SINALOA,GUASAVE,0.0212,0,0.0456
MORENA,E25D4,SINALOA,GUASAVE,0.4280,0.4136,0.4451
OTROS,E25D4,SINALOA,GUASAVE,0.0236,0,0.1484
PRI,E25D4,SINALOA,GUASAVE,0.4931,0.2978,0.7258
PT,E25D4,SINALOA,GUASAVE,0.0247,0.0188,0.0317
PVEM,E25D4,SINALOA,GUASAVE,0.0990,0,0.3344
RSP,E25D4,SINALOA,GUASAVE,0,0,0.0251133845499518
ES,E25D6,SINALOA,MAZATLAN,0.0173,0,0.1506
MC,E25D6,SINALOA,MAZATLAN,0.0344,0.0142,0.0586
MORENA,E25D6,SINALOA,MAZATLAN,0.4099,0.4006,0.4211
OTROS,E25D6,SINALOA,MAZATLAN,0.0101,0,0.1292
PRD,E25D6,SINALOA,MAZATLAN,0.3925,0.1983,0.6238
PT,E25D6,SINALOA,MAZATLAN,0.0297,0.0244,0.0359
PVEM,E25D6,SINALOA,MAZATLAN,0.1047,0,0.3233
RSP,E25D6,SINALOA,MAZATLAN,0.0344,0.0090,0.0647
ES,E26D2,SONORA,NOGALES,0.0178,0,0.1109
MC,E26D2,SONORA,NOGALES,0.0466,0.0163,0.0827
OTROS,E26D2,SONORA,NOGALES,0.0468,0,0.1368
PAN,E26D2,SONORA,NOGALES,0.3893,0.2290,0.5804
PT,E26D2,SONORA,NOGALES,0.5075,0.3417,0.7051
RSP,E26D2,SONORA,NOGALES,0.0031,0,0.0275
ES,E26D3,SONORA,HERMOSILLO,0.0160,0,0.1092
MC,E26D3,SONORA,HERMOSILLO,0.0402,0.0206,0.0636
MORENA,E26D3,SONORA,HERMOSILLO,0.5244,0.3568,0.7241
OTROS,E26D3,SONORA,HERMOSILLO,0.0365,0,0.1503
PAN,E26D3,SONORA,HERMOSILLO,0.3738,0.2046,0.5755
RSP,E26D3,SONORA,HERMOSILLO,0.0034,0,0.0180
ES,E26D5,SONORA,HERMOSILLO,0.0164,0,0.1203
MC,E26D5,SONORA,HERMOSILLO,0.0376,0.0139,0.0659
MORENA,E26D5,SONORA,HERMOSILLO,0.5193,0.3389,0.7343
OTROS,E26D5,SONORA,HERMOSILLO,0.0320,0,0.1586
PRI,E26D5,SONORA,HERMOSILLO,0.4129,0.2336,0.6265
RSP,E26D5,SONORA,HERMOSILLO,0.0072,0,0.0268
ES,E26D7,SONORA,NAVOJOA,0.0148,0,0.1210
MC,E26D7,SONORA,NAVOJOA,0.0347,0.0217,0.0502
OTROS,E26D7,SONORA,NAVOJOA,0.0447,0,0.1468
PRI,E26D7,SONORA,NAVOJOA,0.3955,0.2442,0.5758
PT,E26D7,SONORA,NAVOJOA,0.5253,0.3652,0.7162
RSP,E26D7,SONORA,NAVOJOA,0.0032,0,0.0239
ES,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0233,0,0.1062
MC,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0466,0.0379,0.0569
MORENA,E26D1,SONORA,SAN LUIS RIO COLORADO,0.4236,0.4105,0.4391
OTROS,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0374,0,0.1224
PAN,E26D1,SONORA,SAN LUIS RIO COLORADO,0.3854,0.2608,0.5339
PT,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0298,0.0262,0.0341
PVEM,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0801,0,0.2438
RSP,E26D1,SONORA,SAN LUIS RIO COLORADO,0.0130,0,0.0325
ES,E26D4,SONORA,GUAYMAS,0.0267,0,0.1434
MC,E26D4,SONORA,GUAYMAS,0.0369,0.0209,0.0559
MORENA,E26D4,SONORA,GUAYMAS,0.3925,0.3832,0.4036
OTROS,E26D4,SONORA,GUAYMAS,0.0471,0,0.1655
PRD,E26D4,SONORA,GUAYMAS,0.4281,0.2644,0.6232
PT,E26D4,SONORA,GUAYMAS,0.0308,0.0213,0.0423
PVEM,E26D4,SONORA,GUAYMAS,0.0947,0,0.2916
RSP,E26D4,SONORA,GUAYMAS,0.0116,0,0.0318
ES,E26D6,SONORA,CD. OBREGON,0.0262,0,0.1306
MC,E26D6,SONORA,CD. OBREGON,0.0593,0.0409,0.0813
MORENA,E26D6,SONORA,CD. OBREGON,0.5023,0.4757,0.5340
OTROS,E26D6,SONORA,CD. OBREGON,0.0353,0,0.1313
PRI,E26D6,SONORA,CD. OBREGON,0.3011,0.1647,0.4636
PT,E26D6,SONORA,CD. OBREGON,0.0189,0.0051,0.0353
PVEM,E26D6,SONORA,CD. OBREGON,0.0715,0,0.2394
RSP,E26D6,SONORA,CD. OBREGON,0.0177,0,0.0470
ES,E27D1,TABASCO,MACUSPANA,0.0326,0,0.0975
MC,E27D1,TABASCO,MACUSPANA,0.0520,0,0.1217
MORENA,E27D1,TABASCO,MACUSPANA,0.5894,0.5561,0.6291
OTROS,E27D1,TABASCO,MACUSPANA,0.0321,0,0.0861
PRI,E27D1,TABASCO,MACUSPANA,0.1618,0.0437,0.3025
PT,E27D1,TABASCO,MACUSPANA,0.0274,0.0169,0.0398
PVEM,E27D1,TABASCO,MACUSPANA,0.0719,0,0.1561
RSP,E27D1,TABASCO,MACUSPANA,0.0306,0,0.0769
ES,E27D2,TABASCO,HEROICA CARDENAS,0.0131,0,0.0683
MC,E27D2,TABASCO,HEROICA CARDENAS,0.0613,0,0.1734
MORENA,E27D2,TABASCO,HEROICA CARDENAS,0.5834,0.5410,0.6338
OTROS,E27D2,TABASCO,HEROICA CARDENAS,0.0190,0,0.0591
PRD,E27D2,TABASCO,HEROICA CARDENAS,0.2224,0.0739,0.3995
PT,E27D2,TABASCO,HEROICA CARDENAS,0.0327,0.0253,0.0416
PVEM,E27D2,TABASCO,HEROICA CARDENAS,0.0537,0,0.1263
RSP,E27D2,TABASCO,HEROICA CARDENAS,0.0324,0,0.1242
ES,E27D3,TABASCO,COMALCALCO,0.0169,0,0.0661
MC,E27D3,TABASCO,COMALCALCO,0.0649,0,0.1750
MORENA,E27D3,TABASCO,COMALCALCO,0.6256,0.5756,0.6853
OTROS,E27D3,TABASCO,COMALCALCO,0.0220,0,0.0668
PRD,E27D3,TABASCO,COMALCALCO,0.2123,0.0834,0.3659
PT,E27D3,TABASCO,COMALCALCO,0.0170,0.0100,0.0253
PVEM,E27D3,TABASCO,COMALCALCO,0.0473,0,0.1250
RSP,E27D3,TABASCO,COMALCALCO,0.0495,0,0.1452
ES,E27D4,TABASCO,VILLAHERMOSA,0.0303,0,0.0876
MC,E27D4,TABASCO,VILLAHERMOSA,0.0326,0,0.0726
MORENA,E27D4,TABASCO,VILLAHERMOSA,0.6892,0.6630,0.7205
OTROS,E27D4,TABASCO,VILLAHERMOSA,0.0333,0,0.0812
PRD,E27D4,TABASCO,VILLAHERMOSA,0.1638,0.0623,0.2848
PT,E27D4,TABASCO,VILLAHERMOSA,0.0254,0.0188,0.0334
PVEM,E27D4,TABASCO,VILLAHERMOSA,0.0624,0,0.1318
RSP,E27D4,TABASCO,VILLAHERMOSA,0.0258,0,0.0595
ES,E27D5,TABASCO,PARAISO,0.0259,0,0.1046
MC,E27D5,TABASCO,PARAISO,0.0379,0,0.0979
MORENA,E27D5,TABASCO,PARAISO,0.6030,0.5815,0.6287
OTROS,E27D5,TABASCO,PARAISO,0.0305,0,0.0971
PRD,E27D5,TABASCO,PARAISO,0.1909,0.0783,0.3250
PT,E27D5,TABASCO,PARAISO,0.0234,0.0143,0.0343
PVEM,E27D5,TABASCO,PARAISO,0.0763,0,0.1776
RSP,E27D5,TABASCO,PARAISO,0.0320,0,0.0868
ES,E27D6,TABASCO,VILLAHERMOSA,0.0246,0,0.0931
MC,E27D6,TABASCO,VILLAHERMOSA,0.0411,0.0190,0.0674
MORENA,E27D6,TABASCO,VILLAHERMOSA,0.5828,0.5653,0.6036
OTROS,E27D6,TABASCO,VILLAHERMOSA,0.0418,0,0.1208
PAN,E27D6,TABASCO,VILLAHERMOSA,0.2002,0.0875,0.3345
PT,E27D6,TABASCO,VILLAHERMOSA,0.0216,0.0178,0.0260
PVEM,E27D6,TABASCO,VILLAHERMOSA,0.0865,0,0.1800
RSP,E27D6,TABASCO,VILLAHERMOSA,0.0292,0,0.0778
ES,E28D1,TAMAULIPAS,NUEVO LAREDO,0.0215,0,0.1289
MC,E28D1,TAMAULIPAS,NUEVO LAREDO,0.0185,0,0.0531
MORENA,E28D1,TAMAULIPAS,NUEVO LAREDO,0.4063,0.2139,0.6356
OTROS,E28D1,TAMAULIPAS,NUEVO LAREDO,0.0360,0,0.1613
PAN,E28D1,TAMAULIPAS,NUEVO LAREDO,0.2987,0.2681,0.3353
PRD,E28D1,TAMAULIPAS,NUEVO LAREDO,0,0,0.016864406216446
PRI,E28D1,TAMAULIPAS,NUEVO LAREDO,0.2457,0.0577,0.4698
RSP,E28D1,TAMAULIPAS,NUEVO LAREDO,0.0046,0,0.0468
ES,E28D2,TAMAULIPAS,REYNOSA,0.0371,0,0.1416
MC,E28D2,TAMAULIPAS,REYNOSA,0.0218,0,0.0452
OTROS,E28D2,TAMAULIPAS,REYNOSA,0.0286,0,0.1260
PAN,E28D2,TAMAULIPAS,REYNOSA,0.2723,0.2418,0.3086
PRD,E28D2,TAMAULIPAS,REYNOSA,0,0,0.0134327317064335
PRI,E28D2,TAMAULIPAS,REYNOSA,0.1824,0.0376,0.3550
PT,E28D2,TAMAULIPAS,REYNOSA,0.4883,0.3361,0.6697
RSP,E28D2,TAMAULIPAS,REYNOSA,0.0163,0,0.0503
ES,E28D3,TAMAULIPAS,RIO BRAVO,0.0372,0,0.1592
MC,E28D3,TAMAULIPAS,RIO BRAVO,0.0130,0,0.0410
OTROS,E28D3,TAMAULIPAS,RIO BRAVO,0.0338,0,0.1716
PAN,E28D3,TAMAULIPAS,RIO BRAVO,0.2610,0.2557,0.2673
PRD,E28D3,TAMAULIPAS,RIO BRAVO,0,0,0.0146627371257802
PRI,E28D3,TAMAULIPAS,RIO BRAVO,0.2536,0.0641,0.4793
PVEM,E28D3,TAMAULIPAS,RIO BRAVO,0.4562,0.2469,0.7056
RSP,E28D3,TAMAULIPAS,RIO BRAVO,0.0069,0,0.0432
ES,E28D4,TAMAULIPAS,H. MATAMOROS,0.0271,0,0.1454
MC,E28D4,TAMAULIPAS,H. MATAMOROS,0.0221,0,0.0598
MORENA,E28D4,TAMAULIPAS,H. MATAMOROS,0.4840,0.2881,0.7175
OTROS,E28D4,TAMAULIPAS,H. MATAMOROS,0.0267,0,0.1312
PAN,E28D4,TAMAULIPAS,H. MATAMOROS,0.2575,0.2551,0.2603
PRD,E28D4,TAMAULIPAS,H. MATAMOROS,0,0,0.0270307165040791
PRI,E28D4,TAMAULIPAS,H. MATAMOROS,0.2376,0.0595,0.4498
RSP,E28D4,TAMAULIPAS,H. MATAMOROS,0.0034,0,0.0407
ES,E28D7,TAMAULIPAS,CIUDAD MADERO,0.0306,0,0.1216
MC,E28D7,TAMAULIPAS,CIUDAD MADERO,0.0383,0.0109,0.0709
MORENA,E28D7,TAMAULIPAS,CIUDAD MADERO,0.5304,0.3591,0.7345
OTROS,E28D7,TAMAULIPAS,CIUDAD MADERO,0.0300,0,0.1268
PAN,E28D7,TAMAULIPAS,CIUDAD MADERO,0.2074,0.1987,0.2177
PRD,E28D7,TAMAULIPAS,CIUDAD MADERO,0.0088,0,0.0459
PRI,E28D7,TAMAULIPAS,CIUDAD MADERO,0.2233,0.0548,0.4240
RSP,E28D7,TAMAULIPAS,CIUDAD MADERO,0.0234,0,0.0518
ES,E28D8,TAMAULIPAS,TAMPICO,0.0221,0,0.1206
MC,E28D8,TAMAULIPAS,TAMPICO,0.0215,0,0.0437
MORENA,E28D8,TAMAULIPAS,TAMPICO,0.4614,0.3244,0.6247
OTROS,E28D8,TAMAULIPAS,TAMPICO,0.0214,0,0.0878
PAN,E28D8,TAMAULIPAS,TAMPICO,0.3103,0.2325,0.4030
PRD,E28D8,TAMAULIPAS,TAMPICO,0.0082,0,0.0373
PRI,E28D8,TAMAULIPAS,TAMPICO,0.1873,0.0343,0.3695
RSP,E28D8,TAMAULIPAS,TAMPICO,0.0143,0,0.0357
ES,E28D9,TAMAULIPAS,REYNOSA,0.0231,0,0.0971
MC,E28D9,TAMAULIPAS,REYNOSA,0.0314,0.0220,0.0425
OTROS,E28D9,TAMAULIPAS,REYNOSA,0.0217,0,0.0965
PAN,E28D9,TAMAULIPAS,REYNOSA,0.2407,0.1740,0.3203
PRD,E28D9,TAMAULIPAS,REYNOSA,0.0061,0,0.0202
PRI,E28D9,TAMAULIPAS,REYNOSA,0.1319,0,0.2638
PT,E28D9,TAMAULIPAS,REYNOSA,0.5517,0.4567,0.6650
RSP,E28D9,TAMAULIPAS,REYNOSA,0.0182,0.0040,0.0352
ES,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.0278,0,0.1456
MC,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.1127,0.0389,0.2007
MORENA,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.2889,0.2708,0.3105
OTROS,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.0285,0,0.1531
PAN,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.2066,0.1979,0.2170
PRD,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.0260,0,0.1209
PRI,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.2584,0.0470,0.5104
PT,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.0129,0.0050,0.0224
PVEM,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.1039,0,0.3616
RSP,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.0067,0,0.0516
ES,E28D6,TAMAULIPAS,CIUDAD MANTE,0.0303,0,0.1389
MC,E28D6,TAMAULIPAS,CIUDAD MANTE,0.0474,0.0107,0.0911
MORENA,E28D6,TAMAULIPAS,CIUDAD MANTE,0.2262,0.2104,0.2451
OTROS,E28D6,TAMAULIPAS,CIUDAD MANTE,0.0323,0,0.1387
PAN,E28D6,TAMAULIPAS,CIUDAD MANTE,0.2955,0.2703,0.3255
PRD,E28D6,TAMAULIPAS,CIUDAD MANTE,0,0,0.0390232986123248
PRI,E28D6,TAMAULIPAS,CIUDAD MANTE,0.3009,0.0847,0.5585
PT,E28D6,TAMAULIPAS,CIUDAD MANTE,0.0183,0.0088,0.0296
PVEM,E28D6,TAMAULIPAS,CIUDAD MANTE,0.1236,0,0.3907
RSP,E28D6,TAMAULIPAS,CIUDAD MANTE,0.0220,0,0.0649
ES,E29D1,TLAXCALA,APIZACO,0.0214,0,0.0859
MC,E29D1,TLAXCALA,APIZACO,0.0227,0.0101,0.0377
OTROS,E29D1,TLAXCALA,APIZACO,0.0266,0,0.1037
PAN,E29D1,TLAXCALA,APIZACO,0.3530,0.2405,0.4871
PT,E29D1,TLAXCALA,APIZACO,0.6354,0.5371,0.7525
RSP,E29D1,TLAXCALA,APIZACO,0.0077,0,0.0253
ES,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.0409,0,0.1038
MC,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.0316,0.0173,0.0486
OTROS,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.0407,0,0.0984
PRD,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.2910,0.2227,0.3725
PT,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.6546,0.5778,0.7462
RSP,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,0.0273,0.0080,0.0502
ES,E29D3,TLAXCALA,ZACATELCO,0.0092,0,0.0517
MC,E29D3,TLAXCALA,ZACATELCO,0.0467,0.0276,0.0696
MORENA,E29D3,TLAXCALA,ZACATELCO,0.4914,0.4727,0.5136
OTROS,E29D3,TLAXCALA,ZACATELCO,0.0366,0,0.0836
PRI,E29D3,TLAXCALA,ZACATELCO,0.2565,0.1975,0.3267
PT,E29D3,TLAXCALA,ZACATELCO,0.0824,0.0677,0.1000
PVEM,E29D3,TLAXCALA,ZACATELCO,0.0561,0,0.1182
RSP,E29D3,TLAXCALA,ZACATELCO,0.0664,0.0445,0.0925
ES,E30D1,VERACRUZ,PANUCO,0.0493,0,0.1669
MC,E30D1,VERACRUZ,PANUCO,0.0351,0.0201,0.0530
OTROS,E30D1,VERACRUZ,PANUCO,0.0435,0,0.1382
PAN,E30D1,VERACRUZ,PANUCO,0.4415,0.3000,0.6100
PVEM,E30D1,VERACRUZ,PANUCO,0.4533,0.3247,0.6066
RSP,E30D1,VERACRUZ,PANUCO,0.0257,0,0.0834
ES,E30D2,VERACRUZ,TANTOYUCA,0.0086,0,0.0854
MC,E30D2,VERACRUZ,TANTOYUCA,0.0383,0.0247,0.0545
OTROS,E30D2,VERACRUZ,TANTOYUCA,0.0321,0,0.1079
PAN,E30D2,VERACRUZ,TANTOYUCA,0.4622,0.3413,0.6064
PVEM,E30D2,VERACRUZ,TANTOYUCA,0.3671,0.2644,0.4895
RSP,E30D2,VERACRUZ,TANTOYUCA,0.0221,0,0.0667
ES,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.0247,0,0.1271
MC,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.0124,0,0.0326
MORENA,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.5038,0.3605,0.6745
OTROS,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.0255,0,0.1286
PAN,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.4427,0.2803,0.6362
RSP,E30D3,VERACRUZ,TUXPAN DE RODRIGUEZ CANO,0.0008,0,0.0204
ES,E30D4,VERACRUZ,VERACRUZ,0.0237,0,0.0889
MC,E30D4,VERACRUZ,VERACRUZ,0.0336,0.0254,0.0434
MORENA,E30D4,VERACRUZ,VERACRUZ,0.4552,0.3890,0.5341
OTROS,E30D4,VERACRUZ,VERACRUZ,0.0225,0,0.0812
PAN,E30D4,VERACRUZ,VERACRUZ,0.4469,0.2401,0.6932
RSP,E30D4,VERACRUZ,VERACRUZ,0.0050,0,0.0242
ES,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0,0,0.0716740461394948
MC,E30D5,VERACRUZ,POZA RICA DE HIDALGO,0.0723,0,0.1551
